dataset,sequence,frame,source_image_file,mask_file,method,label,area,centroid_z,centroid_y,centroid_x,bbox_min_z,bbox_min_y,bbox_min_x,bbox_max_z,bbox_max_y,bbox_max_x,mean_intensity,max_intensity,min_intensity,integrated_intensity
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,17,2374.0,12.237573715248526,200.05054759898906,45.58803706823926,9,175,29,16,227,58,1496.5332771693345,4095.0,242.0,3552770.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,18,1004.0,11.50996015936255,251.53187250996015,42.20219123505976,9,238,35,15,265,51,1225.1583665338646,4095.0,242.0,1230059.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,19,1273.0,13.831893165750197,410.3503534956795,449.30243519245874,9,402,440,18,420,458,1689.3095051060486,4095.0,242.0,2150491.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,20,1911.0,15.671376242804815,378.1323914181057,385.7985347985348,10,368,359,21,387,400,1655.265306122449,4095.0,244.0,3163212.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,21,1004.0,14.891434262948207,393.18426294820716,13.384462151394422,12,377,7,19,416,19,1108.768924302789,4095.0,246.0,1113204.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,22,1609.0,15.911124922311995,490.55686761963955,407.7588564325668,13,458,399,20,512,416,1305.1385954008701,4095.0,238.0,2099968.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,23,245.0,16.624489795918368,338.65714285714284,481.1224489795918,15,322,478,19,356,485,685.3142857142857,2258.0,234.0,167902.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,24,1541.0,18.350421804023362,438.6709928617781,168.68851395197925,15,428,160,23,449,178,1851.8325762491888,4095.0,242.0,2853674.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,25,1295.0,19.573745173745174,189.24015444015444,395.38841698841696,16,178,388,24,199,404,1729.8563706563707,4095.0,240.0,2240164.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,26,896.0,21.127232142857142,180.92299107142858,186.51339285714286,18,163,181,25,204,192,868.9520089285714,4095.0,242.0,778581.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,27,4811.0,21.07378923300769,194.10205778424444,335.0072749948036,18,159,303,25,245,386,1409.3849511536064,4095.0,236.0,6780551.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,28,981.0,21.477064220183486,378.1722731906218,329.697247706422,19,362,323,25,392,340,1090.0479102956167,4095.0,248.0,1069337.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,29,1045.0,21.48421052631579,504.9177033492823,88.28995215311005,19,497,78,25,512,98,1538.2985645933015,4095.0,248.0,1607522.0
Fluo-C3DL-MDA231,01,000,data/raw/Fluo-C3DL-MDA231/01/t000.tif,reports/milestone_2/predicted_masks/mask000.tif,otsu,30,695.0,22.458992805755397,498.36258992805756,277.39712230215827,21,480,265,25,512,289,901.6057553956834,3940.0,246.0,626616.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,1,1274.0,8.008634222919937,251.12558869701726,17.482731554160125,5,241,9,12,261,28,1814.5031397174255,4095.0,240.0,2311677.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,2,1403.0,7.6928011404134,397.11831789023523,357.30506058446184,5,373,340,11,443,369,1505.1717747683535,4095.0,232.0,2111756.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,3,1843.0,7.863266413456321,392.849158979924,132.8540423223006,5,354,113,12,408,157,1724.7683125339122,4095.0,238.0,3178748.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,4,2601.0,7.771241830065359,429.9438677431757,85.09842368319877,5,413,40,12,451,120,1674.0722798923491,4095.0,240.0,4354262.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,5,5805.0,11.275624461670974,422.0828596037898,464.66184323858744,5,403,443,18,446,496,1857.0403100775193,4095.0,242.0,10780119.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,6,133.0,7.7443609022556394,38.43609022556391,303.6691729323308,6,35,300,10,42,309,1122.142857142857,4095.0,242.0,149245.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,7,1883.0,7.835369091874668,156.33297928836961,393.1439192777483,6,144,363,11,175,426,1243.2352628783856,4095.0,232.0,2341012.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,8,2361.0,7.962304108428632,194.81448538754765,120.26725963574756,6,176,96,11,210,159,1392.574332909784,4095.0,240.0,3287868.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,9,1278.0,7.982003129890454,220.5305164319249,264.6909233176839,6,204,240,11,240,290,1370.805164319249,4095.0,242.0,1751889.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,10,1463.0,8.121667805878332,265.67737525632265,433.48257006151744,6,253,416,11,276,446,1450.9104579630896,4095.0,240.0,2122682.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,11,1691.0,9.076286221170905,324.8586635127144,6.289178001182732,6,306,0,14,352,19,1670.0124186871674,4095.0,244.0,2823991.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,12,1112.0,7.777877697841727,356.068345323741,291.5188848920863,6,345,266,11,377,310,1497.591726618705,4095.0,242.0,1665322.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,13,2473.0,7.809543065103114,476.47755762232106,247.25879498584715,6,460,219,12,503,306,1597.6016983420946,4095.0,242.0,3950869.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,14,238.0,7.449579831932773,506.29831932773106,8.046218487394958,6,500,5,10,512,12,1342.3067226890757,4095.0,244.0,319469.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,15,1321.0,9.391370174110522,469.64875094625285,46.55109765329296,7,459,38,13,483,55,1769.0613171839516,4095.0,242.0,2336930.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,16,2251.0,12.15726343847179,199.81652598844957,45.391825855175476,8,177,33,17,218,56,1598.5104398045314,4095.0,240.0,3598247.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,17,1729.0,10.496240601503759,249.65182186234819,308.9624060150376,8,232,296,14,273,320,1616.5344129554655,4095.0,244.0,2794988.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,18,1114.0,11.35278276481149,252.18671454219032,42.39138240574506,8,239,34,15,266,51,1111.665170556553,4095.0,240.0,1238395.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,19,1048.0,15.177480916030534,390.4360687022901,14.38740458015267,12,371,8,19,415,22,1080.6593511450383,4095.0,248.0,1132531.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,20,1831.0,16.11359912616057,377.7471327143637,388.4986346258875,13,367,377,21,388,400,1742.8809393773895,4095.0,240.0,3191215.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,21,1581.0,16.00695762175838,488.87033523086654,409.72422517394057,13,462,402,20,512,423,1106.955091714105,4095.0,242.0,1750096.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,22,1616.0,18.21410891089109,440.5563118811881,168.45606435643563,14,430,159,24,451,179,1883.3409653465346,4095.0,250.0,3043479.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,23,339.0,16.44542772861357,337.43362831858406,480.56342182890853,15,325,477,19,350,485,686.2300884955753,3772.0,246.0,232632.00000000003
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,24,2608.0,20.273389570552148,181.30176380368098,380.6549079754601,16,170,342,24,200,404,1515.0962423312883,4095.0,236.0,3951371.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,25,750.0,20.402666666666665,171.84533333333334,186.28533333333334,17,153,182,24,191,192,816.7546666666667,4095.0,244.0,612566.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,26,3665.0,21.073942701227832,205.5699863574352,324.64556616643927,18,165,300,25,251,355,1380.1765347885403,4095.0,242.0,5058347.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,27,1031.0,21.40737148399612,505.7875848690592,89.34917555771096,19,499,79,25,512,100,1512.2638215324928,4095.0,246.0,1559144.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,28,1112.0,21.842625899280577,375.6852517985611,325.9478417266187,20,361,310,25,391,342,1057.3273381294964,4095.0,246.0,1175748.0
Fluo-C3DL-MDA231,01,001,data/raw/Fluo-C3DL-MDA231/01/t001.tif,reports/milestone_2/predicted_masks/mask001.tif,otsu,29,316.0,22.272151898734176,505.85759493670884,282.75949367088606,20,496,277,25,512,291,918.1012658227849,2854.0,254.0,290120.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,1,1769.0,8.11927642736009,397.9304691916337,128.22724703222158,5,387,99,12,413,146,1674.870548332391,4095.0,244.0,2962846.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,2,5998.0,11.109536512170724,422.4519839946649,463.55201733911304,5,405,441,18,444,499,1828.3472824274759,4095.0,246.0,10966427.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,3,133.0,7.7894736842105265,38.902255639097746,303.1127819548872,6,36,299,10,43,308,1165.781954887218,4095.0,246.0,155049.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,4,1129.0,7.850310008857396,151.9583702391497,380.1558901682905,6,142,356,11,161,400,1462.6536758193092,4095.0,238.0,1651336.0000000002
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,5,442.0,7.889140271493213,164.1108597285068,402.88009049773757,6,155,394,10,176,411,1344.6787330316743,4095.0,244.0,594348.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,6,1323.0,7.885865457294028,192.75661375661375,101.7490551776266,6,164,92,11,221,108,1340.6009070294785,4095.0,234.0,1773615.0000000002
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,7,1052.0,8.113117870722434,200.43250950570342,146.824144486692,6,193,133,11,211,167,1445.4420152091254,4095.0,246.0,1520605.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,8,1339.0,8.002240477968634,228.0149365197909,267.01643017176997,6,212,242,11,248,290,1341.3898431665423,4095.0,244.0,1796121.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,9,2900.0,9.489310344827587,249.13931034482758,24.96862068965517,6,224,0,15,269,51,1365.133448275862,4095.0,236.0,3958887.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,10,1456.0,8.245192307692308,268.0364010989011,432.6291208791209,6,253,419,12,282,444,1428.8626373626373,4095.0,250.0,2080424.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,11,1619.0,9.358863495985176,324.04694255713406,6.290920321185917,6,307,0,14,345,17,1703.9450277949352,4095.0,244.0,2758687.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,12,1230.0,7.839024390243902,359.650406504065,293.98048780487807,6,349,270,11,376,326,1442.878048780488,4095.0,244.0,1774740.0000000002
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,13,1485.0,7.729292929292929,412.29225589225587,362.65858585858587,6,391,355,11,444,372,1410.297643097643,4095.0,234.0,2094291.9999999998
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,14,2713.0,7.758938444526355,432.8109104312569,76.20457058606708,6,413,44,11,452,110,1617.0486546258753,4095.0,234.0,4387053.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,15,2395.0,7.844676409185804,473.12192066805846,248.9482254697286,6,456,218,12,487,310,1576.6141962421711,4095.0,240.0,3775991.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,16,239.0,7.631799163179917,504.6234309623431,6.949790794979079,6,492,4,10,512,11,1156.652719665272,4095.0,250.0,276440.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,17,1223.0,9.525756336876533,468.0351594439902,45.49877350776779,7,459,37,14,478,55,1857.6835650040882,4095.0,250.0,2271947.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,18,1900.0,10.72578947368421,246.75157894736842,307.8415789473684,8,224,278,14,261,322,1600.8536842105264,4095.0,238.0,3041622.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,19,2303.0,12.465479808944854,201.04993486756405,42.9070777247069,9,180,22,18,224,57,1609.3603994789405,4095.0,238.0,3706357.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,20,1040.0,15.476923076923077,384.30192307692306,14.606730769230769,13,363,9,20,409,23,1069.5894230769231,4095.0,244.0,1112373.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,21,1892.0,16.36627906976744,377.80919661733617,390.29598308668074,13,369,378,20,388,408,1722.5385835095137,4095.0,244.0,3259043.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,22,1633.0,17.747091243110837,441.92774035517454,168.00244947948562,13,433,159,23,451,179,1933.074709124311,4095.0,244.0,3156711.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,23,1017.0,15.332350049164209,479.2507374631268,412.1868239921337,13,463,401,19,495,425,1236.9085545722714,4095.0,238.0,1257936.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,24,290.0,16.52758620689655,340.5206896551724,480.5931034482759,15,320,478,19,361,485,686.6275862068966,1934.0,246.0,199122.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,25,1220.0,19.807377049180328,188.88196721311476,395.0090163934426,16,176,388,24,200,402,1772.2188524590165,4095.0,246.0,2162107.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,26,782.0,20.21099744245524,164.15856777493607,185.40920716112532,17,144,180,24,183,192,795.6726342710997,3206.0,250.0,622216.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,27,2598.0,20.88375673595073,170.9938414164742,345.9337952270978,18,159,307,24,181,388,1324.682832948422,4095.0,244.0,3441526.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,28,2436.0,21.307060755336618,225.64080459770116,329.57676518883414,18,198,299,26,255,358,1458.7327586206898,4095.0,238.0,3553473.0000000005
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,29,939.0,21.56549520766773,506.2279020234292,89.20553780617678,19,499,80,26,512,100,1547.5740149094781,4095.0,252.0,1453172.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,30,1179.0,21.849024597116202,377.3223070398643,325.9686174724343,20,357,310,25,391,344,1074.1849024597116,4095.0,242.0,1266464.0
Fluo-C3DL-MDA231,01,002,data/raw/Fluo-C3DL-MDA231/01/t002.tif,reports/milestone_2/predicted_masks/mask002.tif,otsu,31,466.0,22.276824034334766,502.912017167382,279.5,20,489,267,25,512,291,954.7982832618026,3604.0,252.0,444936.0
Fluo-C3DL-MDA231,01,003,data/raw/Fluo-C3DL-MDA231/01/t003.tif,reports/milestone_2/predicted_masks/mask003.tif,otsu,1,1463.0,8.31032125768968,395.68831168831167,141.1695146958305,5,388,129,12,405,155,1812.0088858509912,4095.0,250.0,2650969.0
Fluo-C3DL-MDA231,01,003,data/raw/Fluo-C3DL-MDA231/01/t003.tif,reports/milestone_2/predicted_masks/mask003.tif,otsu,2,5821.0,11.30853805188112,421.4837656760007,463.5985225906202,5,402,440,18,447,496,1892.417625837485,4095.0,234.0,11015763.0
Fluo-C3DL-MDA231,01,003,data/raw/Fluo-C3DL-MDA231/01/t003.tif,reports/milestone_2/predicted_masks/mask003.tif,otsu,3,1245.0,8.345381526104418,152.05060240963854,376.99036144578315,6,144,357,12,161,399,1510.0369477911647,4095.0,238.0,1879996.0
Fluo-C3DL-MDA231,01,003,data/raw/Fluo-C3DL-MDA231/01/t003.tif,reports/milestone_2/predicted_masks/mask003.tif,otsu,4,1168.0,8.319349315068493,186.09845890410958,101.44606164383562,6,167,95,12,206,108,1510.3655821917807,4095.0,232.0,1764107.0
Fluo-C3DL-MDA231,01,003,data/raw/Fluo-C3DL-MDA231/01/t003.tif,reports/milestone_2/predicted_masks/mask003.tif,otsu,5,1124.0,8.28202846975089,201.90836298932385,151.41281138790035,6,185,134,11,216,172,1490.5640569395018,4095.0,240.0,1675394.0
Fluo-C3DL-MDA231,01,003,data/raw/Fluo-C3DL-MDA231/01/t003.tif,reports/milestone_2/predicted_masks/mask003.tif,otsu,6,1925.0,8.544415584415585,234.3838961038961,13.678961038961038,6,210,2,15,262,31,1487.6316883116883,4095.0,238.0,2863691.0
Fluo-C3DL-MDA231,01,003,data/raw/Fluo-C3DL-MDA231/01/t003.tif,reports/milestone_2/predicted_masks/mask003.tif,otsu,7,1252.0,8.440894568690096,229.1046325878594,266.5630990415335,6,210,247,11,243,287,1403.88178913738,4095.0,234.0,1757660.0
